OTU,Transect,MantelR,MantelP,Mantel.y.intercept,MoranP,MoranZ
OTU97_3801,4,0.147764033059561,0.023,1.44063175953452,0.000857453942326947,0.0690521746568404
OTU97_3812,9,0.212449804996885,0.009,0.000220368513107846,8.30132806677319e-05,0.0593161755651637
OTU97_3832,1,0.136405156336352,0.028,1.23051479308065,3.346207037902e-06,0.10679632715751
OTU97_3832,6,0.183475226316176,0.01,1.05841781068152,0.115360021894893,0.0172642595938602
OTU97_3852,6,0.146503139598411,0.037,0.51147958829067,0.00154401218388234,0.0584655233305414
OTU97_386,1,0.271956330300516,0.001,0.240328182186703,5.02105201860559e-09,0.120676023846083
OTU97_3899,10,0.136183584961124,0.044,0.460624112019182,0.175320266957354,0.00911751316494614
OTU97_3953,4,0.400889733485299,0.001,0.799853791818626,0,0.233159898281834
OTU97_3963,10,0.283219354322653,0.001,0.202403533556975,9.09994724018759e-09,0.129630683214533
OTU97_3989,6,0.120294692213038,0.033,1.06467769012777,0.252401763692528,0.00482885378045131
OTU97_4001,9,0.115722059449253,0.028,1.32729817277434,0.429714776842429,-0.0056895417223653
OTU97_401,4,0.230845868084849,0.004,1.40683671071938,1.29445343333146e-11,0.165142541185624
OTU97_401,12,0.400081909740453,0.001,1.22736496535073,2.10918282839145e-09,0.151388026389658
OTU97_403,4,0.116588066550614,0.029,2.80666803014968,0.0195622258341035,0.0400094415842923
OTU97_4056,10,0.195754407540846,0.009,0.582725204966631,7.07366832628509e-05,0.083567205037953
OTU97_4072,4,0.117353814447366,0.031,0.816635430212374,0.000731631595092708,0.0696702812827464
OTU97_4121,4,0.119815305211002,0.028,1.53614670548967,0.0422947493979793,0.0310405187082503
OTU97_414,10,0.170323391399066,0.011,0.8817051419559,0.0143204075736747,0.0422628978603101
OTU97_4154,6,0.253504655809285,0.002,0.351824601208075,1.687663342409e-10,0.14350618637765
OTU97_419,9,0.159172368289059,0.01,1.96747717905928,2.6322775499299e-06,0.112306552799962
OTU97_4267,10,0.131530427853832,0.027,1.19654432719239,0.564866098014872,-0.0116624058343129
OTU97_4317,4,0.342638855921324,0.001,0.704498435849546,4.88498130835069e-15,0.200906139672098
OTU97_44,4,0.12164759039397,0.027,1.63109655056303,0.154924844356561,0.0129641801349951
OTU97_4461,1,0.158246503625583,0.016,1.27159184386757,0.00113459950415251,0.0666862739383628
OTU97_4546,10,0.173517793772235,0.026,0.0880466257968817,8.57510376239823e-06,0.0750157675501227
OTU97_46,1,0.265970948181469,0.003,0.0993341861995279,2.0165707326214e-08,0.124690735184853
OTU97_46,10,0.124050817092099,0.014,2.27479718598339,0.000526359694823952,0.0739128031260437
OTU97_464,1,0.106672028070004,0.047,1.5201452273701,0.00289686928486277,0.0590812441008845
OTU97_4704,4,0.21549642005191,0.005,0.268039054343535,0.000325889994791551,0.0717652403590637
OTU97_475,4,0.152515754375102,0.038,0.952575787377199,0.00885669373249875,0.0401143728696115
OTU97_494,6,0.178772465811306,0.007,1.11507729582237,0.820928533498766,-0.0220134364405495
OTU97_5005,10,0.193727392680795,0.007,0.203789943717974,0.408175447331081,-0.00639047620393805
OTU97_5024,6,0.16891446581385,0.012,1.1387829904936,0.00038838998803814,0.0729992984361167
OTU97_5048,10,0.180983380781582,0.01,0.576071366270213,0.000346784661105604,0.0718477150987692
OTU97_509,9,0.281992579232607,0.003,-0.0189183422854814,1.50676204846434e-09,0.125629593050812
OTU97_51,1,0.202419236175874,0.007,1.04386423968339,1.45537845921417e-05,0.0917865986907435
OTU97_5129,1,0.128418482760255,0.023,1.46357303712773,1.03236821495933e-05,0.101603934207475
OTU97_514,1,0.128493360543431,0.022,1.86281932638856,0.362738679718196,-0.0563183812377611
OTU97_5243,12,0.199058733393702,0.01,0.343801131896307,2.28962738735294e-05,0.0876885028818502
OTU97_53,4,0.225009255870461,0.002,2.50460784833359,7.85111975432073e-11,0.163970475228467
OTU97_530,1,0.164053597338878,0.019,0.814107915390909,0.0584003481848803,0.0255976285141683
OTU97_530,6,0.155630650060257,0.01,1.71206027505429,0.000838175223952131,0.070490243306362
OTU97_532,12,0.332185016607593,0.001,0.507206389826687,5.16142684148235e-12,0.17531042165634
OTU97_5320,10,0.158172529600264,0.023,0.279911233437099,0.0017142754985906,0.0515998537487943
OTU97_54,6,0.181269624151602,0.005,0.983777762748021,0.00333637212796334,0.0574282509326467
OTU97_545,9,0.205785094079993,0.016,0.0422184293858775,0.865544632068952,-0.0331237939211215
OTU97_5525,12,0.206929136723369,0.004,0.0879674013197295,0.0545041776968271,0.0209133412189675
OTU97_557,1,0.260583327417634,0.001,0.935668184095163,1.02659818670414e-05,0.099452523208156
OTU97_5574,1,0.138715009799445,0.035,0.808923578987507,0.012372096340618,0.042421165520098
OTU97_5578,12,0.159900096103824,0.025,0.0547243253536146,0.0465105902912357,0.0124284612589765
OTU97_5608,4,0.146390670502589,0.014,1.00939473588902,0.00183202294427387,0.0632345790644332
OTU97_57,10,0.145839939480854,0.045,0.194997091956115,0.470281210650803,-0.0102575042136627
OTU97_5801,9,0.155718992851074,0.029,0.341686184040243,0.00384874525277623,0.0452346375826932
OTU97_5802,10,0.136189900724691,0.023,0.799404531640327,0.00383665026803093,0.0552018439533724
OTU97_586,4,0.107896916214169,0.043,1.79090056925476,0.000921741928465281,0.0685286537137196
OTU97_6029,4,0.19742071234492,0.011,0.374094714669181,0.132735004256869,0.0127756413551438
OTU97_6172,4,0.125346165886076,0.023,1.13789107035419,0.00101772234956354,0.0681567858244825
OTU97_63,10,0.0959298323427196,0.036,3.28987741314855,0.00105672404002055,0.0679053079781225
OTU97_63,12,0.1342685681682,0.044,1.04708411107786,0.495415047352157,-0.010234931260398
OTU97_6320,9,0.166689020622105,0.036,0.169574516925402,0.771704956663293,-0.036827645364617
OTU97_6320,12,0.241227171536312,0.003,0.188780607555308,0.0469543288984169,0.0233218347786403
OTU97_6388,9,0.145661844678619,0.046,0.273002204063353,0.97077072404252,-0.0303934535403921
OTU97_655,1,0.143094039267304,0.034,0.494847042357697,0.151752624029539,0.0116820130271454
OTU97_661,4,0.121318037287127,0.026,1.4847945573453,9.3837164705235e-08,0.127201079933264
OTU97_6739,1,0.212819882366618,0.008,0.359094146920424,1.04078887730452e-08,0.134448843293849
OTU97_6827,4,0.128501150874487,0.018,1.08877979186558,0.0273344119659358,0.0362787812906251
OTU97_6890,6,0.199244844084147,0.006,0.0741459866095187,0.000650573598621973,0.0516691300312292
OTU97_6929,10,0.223647347386125,0.002,0.842598210782624,8.25709969287658e-08,0.127469914562697
OTU97_6995,4,0.127919882188555,0.01,1.1353383377595,0.0185136417550706,0.0413908474216743
OTU97_705,6,0.201147196197919,0.006,1.55231013159712,0.0122197139810183,0.0435241502108277
OTU97_712,9,0.0929780134963365,0.037,1.77155230188426,0.627196001845924,-0.014787408680137
OTU97_7193,9,0.125611515036375,0.042,0.586752021573751,0.388871610940275,-0.00380746743030564
OTU97_7235,4,0.097901727947764,0.048,1.48039026920901,0.00536974912024113,0.0533439543349702
OTU97_724,10,0.166036953136987,0.047,0.0463225531240087,0.0345323962025734,0.0150960069721335
OTU97_737,1,0.165482546993719,0.022,0.964181495094785,0.49027738407258,-0.00987875486128316
