OTU,Transect,Range,Habitat,Max.abun,Kingdom,Phylum,Class,Order,Family,Genus,Species,SG,group
OTU97_1293,4,0.177496538106416,Understory,5.61612276615387,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,,Generalist,Understory Generalist
OTU97_12978,1,0.32172862857486,Understory,3.2078265884579,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,,Generalist,Understory Generalist
OTU97_12978,4,0.686807157832056,Understory,2.20538796992189,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,,Generalist,Understory Generalist
OTU97_1318,12,2.45957357076158,Understory,6.98969060642571,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,Generalist,Understory Generalist
OTU97_13424,4,0.348153943557866,Understory,3.46768776753233,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,,Generalist,Understory Generalist
OTU97_1343,1,0.282808347517413,Understory,4.92985446899429,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,,Generalist,Understory Generalist
OTU97_1343,6,0.339765439291544,Understory,3.27282445518973,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,,Generalist,Understory Generalist
OTU97_135,1,2.16507880377497,Understory,7.87918360398326,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Generalist,Understory Generalist
OTU97_1379,1,1.84246406428809,Understory,7.63663447388058,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_1379,9,0.245508263233895,Understory,4.1263222641714,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_13929,1,3.10283859378524,Understory,3.65455621138438,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_1416,1,2.84337701952531,Understory,9.03836857477989,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Generalist,Understory Generalist
OTU97_1416,4,0.118976477029177,Understory,5.18990932493514,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Generalist,Understory Generalist
OTU97_1432,4,0.305240121897065,Understory,8.63528901773993,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_1437,9,0.243277020831919,Understory,4.53303207518098,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Simplicillium sp ,Generalist,Understory Generalist
OTU97_1441,9,0.228680466598373,Understory,7.04803103906063,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_14446,1,0.296042001754945,Understory,2.80690030469602,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_1456,4,2.57495166985752,Understory,6.20420707570442,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_1465,4,1.7757309495684,Understory,3.67535026332762,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_14656,4,0.348864380805233,Understory,3.19038654843071,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_15208,4,3.51490662811608,Understory,2.24070713139077,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_1612,1,1.11344694628131,Understory,6.64006307644618,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Generalist,Understory Generalist
OTU97_1685,4,5.47129423565699,Understory,8.54456569450407,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,,Generalist,Understory Generalist
OTU97_1694,1,0.21282133022743,Understory,8.08004810866022,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_16977,1,0.3460460947902,Understory,1.67618176559907,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora sp ,Generalist,Understory Generalist
OTU97_1796,1,0.222978018177719,Understory,6.10079275563115,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_1807,10,0.379795107060816,Understory,3.28445362167841,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,,Generalist,Understory Generalist
OTU97_1828,10,5.28075066146368,Understory,6.1940192053207,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_187,6,0.207656404821176,Understory,4.00726524181153,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_19,6,2.022187274995,Understory,9.99571093610884,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_1904,10,0.812014366282073,Understory,3.16333397061663,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_19094,10,4.18882130963559,Understory,1.62391397730151,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Generalist,Understory Generalist
OTU97_1931,9,0.190912183790127,Understory,4.59462021616033,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Gymnopilus,,Generalist,Understory Generalist
OTU97_1988,9,0.273691238093771,Understory,5.30993971612772,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_1992,1,1.56453102767454,Understory,5.28706190523772,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Generalist,Understory Generalist
OTU97_2040,4,0.268361835901604,Understory,7.05035573100501,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_2056,9,0.934823263017097,Understory,1.39495544356103,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,Generalist,Understory Generalist
OTU97_2101,9,0.225218898314791,Understory,6.34535781597658,Fungi,Ascomycota,Eurotiomycetes,,,,,Generalist,Understory Generalist
OTU97_2186,4,4.04810715625405,Understory,7.92586498951201,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_21960,4,0.356695130521181,Understory,2.06051686384944,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_2238,4,0.243017014234423,Understory,6.45285090980956,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Generalist,Understory Generalist
OTU97_2240,1,3.00334372252297,Understory,4.69284929622671,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_2240,6,3.90114413183783,Understory,5.82253225462305,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_2241,1,1.08998075959402,Understory,3.36247536329622,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Fibrodontia,Fibrodontia alba ,Generalist,Understory Generalist
OTU97_228,4,0.316657811484809,Understory,8.46392772667975,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,,Generalist,Understory Generalist
OTU97_228,6,3.43805045077411,Understory,9.06258893505911,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,,Generalist,Understory Generalist
OTU97_2302,6,4.6860976319716,Understory,3.82710898372346,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,,Generalist,Understory Generalist
OTU97_232,4,0.194789780624289,Understory,11.5757643063535,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_2337,4,1.82919486063127,Understory,4.74039850065545,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_2355,9,0.234405210625428,Understory,6.02472349153564,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_2403,9,0.275066904291305,Understory,3.99257771507576,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_2406,1,3.4145854935451,Understory,5.24587897243502,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_2409,1,0.0892054681994729,Understory,6.88531892227096,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_2425,4,1.27897322151762,Understory,6.43685610003207,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Junghuhnia,Junghuhnia nitida ,Generalist,Understory Generalist
OTU97_257,12,2.7092640766705,Understory,6.11364313076706,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_26,1,2.8014626828945,Understory,11.7763363381309,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_2608,6,1.55905840781758,Understory,5.47880457787825,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_2644,12,0.309602626983249,Understory,4.12749098961867,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,,Generalist,Understory Generalist
OTU97_2665,4,0.292300656470574,Understory,1.92620354305765,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_273,10,0.366026892256764,Understory,2.77492198863827,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_2746,4,3.05536286652794,Understory,7.30192282461791,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_2796,9,0.239942406920739,Understory,4.76765377371257,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_2827,1,2.42461354229681,Understory,6.52519632026497,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_283,6,1.55926356556428,Understory,8.48322985295709,Fungi,Ascomycota,Eurotiomycetes,,,,,Generalist,Understory Generalist
OTU97_2833,1,3.64522746310437,Understory,6.22519743285146,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_2838,6,1.89253263402554,Understory,3.55439397724636,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_2868,10,0.133620661551544,Understory,3.95399590102003,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_2870,4,0.461308820525487,Understory,7.71931727664971,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Generalist,Understory Generalist
OTU97_3,1,1.60376169884247,Understory,1.78136652685347,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_3025,9,1.62437132690154,Understory,6.13698957697867,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_3077,4,0.341409594685473,Understory,3.20475834008241,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_3111,9,3.42935317690998,Understory,2.92608450676153,Fungi,Ascomycota,Dothideomycetes,,,,,Generalist,Understory Generalist
OTU97_3112,1,0.293713257202989,Understory,2.20845488138439,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Generalist,Understory Generalist
OTU97_3147,4,2.82812135842037,Understory,7.03880790078707,Fungi,Basidiomycota,Cystobasidiomycetes,,,,,Generalist,Understory Generalist
OTU97_3210,4,0.081023087064928,Understory,6.81038835980627,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,,Generalist,Understory Generalist
OTU97_3226,1,0.176227263124858,Understory,6.81605867611011,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,,,Generalist,Understory Generalist
OTU97_3250,1,1.552680176336,Understory,2.07048774021101,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_3268,12,1.27585655862459,Understory,4.33318487057842,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Generalist,Understory Generalist
OTU97_3321,10,0.339858950588322,Understory,4.62739481771202,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_3368,1,0.218866197286145,Understory,5.92975919389746,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_3388,9,0.233691774514869,Understory,5.04909768708567,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_3422,1,3.63442660255734,Understory,6.2189887931689,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,,,Generalist,Understory Generalist
OTU97_3422,9,0.255984534534524,Understory,5.52204473889558,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,,,Generalist,Understory Generalist
OTU97_3436,10,1.03021536309322,Understory,6.64848777291879,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Toxicocladosporium,Toxicocladosporium strelitziae ,Generalist,Understory Generalist
OTU97_3478,4,3.12514648913731,Understory,6.51414425374171,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_351,1,2.92119626619039,Understory,7.19239691033154,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,Generalist,Understory Generalist
OTU97_3580,1,0.34108444088415,Understory,4.47049430048677,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Generalist,Understory Generalist
OTU97_359,6,2.57092574845041,Understory,10.0266843416402,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,Generalist,Understory Generalist
OTU97_3621,10,0.467124188118433,Understory,6.16354539428487,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_365,4,0.295364729558876,Understory,6.6237260893035,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_3670,1,0.27360927580364,Understory,3.48922387464437,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides,Scopuloides sp ,Generalist,Understory Generalist
OTU97_3670,4,0.30556515634753,Understory,6.54047408454681,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides,Scopuloides sp ,Generalist,Understory Generalist
OTU97_3713,4,0.267062524420677,Understory,5.23016427015838,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides,Scopuloides sp ,Generalist,Understory Generalist
OTU97_3771,4,1.45455452453681,Understory,5.03792391065726,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,,Generalist,Understory Generalist
OTU97_3801,4,0.167618826356096,Understory,5.55474911516017,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_3812,9,2.47261876988927,Understory,1.53478650581787,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_3832,1,5.07479075409172,Understory,5.65418241037071,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,,Generalist,Understory Generalist
OTU97_3832,6,1.20522338737181,Understory,4.89771823136974,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,,Generalist,Understory Generalist
OTU97_3852,6,1.05262297259616,Understory,4.08524874565957,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_386,1,8.11310910564222,Understory,6.50004380637444,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_3899,10,0.215820452219216,Understory,3.46355121798498,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,,,Generalist,Understory Generalist
OTU97_3953,4,2.57626021029798,Understory,6.22215117603941,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,,Generalist,Understory Generalist
OTU97_3963,10,0.209935167884091,Understory,4.55372957633836,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_3989,6,1.90057072302029,Understory,4.40762317560992,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,,Generalist,Understory Generalist
OTU97_4001,9,0.0673642893054602,Understory,4.78516340449057,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_401,4,3.88256126585063,Understory,9.69572657518663,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,,,Generalist,Understory Generalist
OTU97_4056,10,0.273186956977725,Understory,4.60729294360313,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_4072,4,0.308247793560592,Understory,6.32521613845662,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Ceriporia,Ceriporia lacerata ,Generalist,Understory Generalist
OTU97_414,10,0.828522073544027,Understory,4.70017004171664,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,,Generalist,Understory Generalist
OTU97_4154,6,1.71805368178877,Understory,6.87330691921858,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_419,9,1.67276173401179,Understory,6.7335026301165,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,,,Generalist,Understory Generalist
OTU97_4267,10,0.224344625406389,Understory,4.6630129962098,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_4317,4,0.234327614632535,Understory,6.73060960780727,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_44,4,1.49971077314759,Understory,6.32032419923846,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum gloeosporioides ,Generalist,Understory Generalist
OTU97_4461,1,0.973171199827233,Understory,5.96744546235939,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_4546,10,0.686447302946412,Understory,2.77013584092666,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,,,Generalist,Understory Generalist
OTU97_46,1,3.60386816586522,Understory,2.6475133257846,Fungi,Ascomycota,Eurotiomycetes,,,,,Generalist,Understory Generalist
OTU97_46,10,1.21968458696468,Understory,8.15517227604246,Fungi,Ascomycota,Eurotiomycetes,,,,,Generalist,Understory Generalist
OTU97_465,1,0.218912144001647,Understory,4.023690608964,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,,Generalist,Understory Generalist
OTU97_4704,4,2.06446959504866,Understory,3.08875071423302,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_475,4,1.08478333608287,Understory,10.9610210666936,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_494,6,0.241761678707616,Understory,9.9198971882883,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_5005,10,0.263323076625092,Understory,3.0486891785425,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_5024,6,0.355549230153758,Understory,6.46262368803234,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_5048,10,1.7568452314253,Understory,5.1279717912382,Fungi,Ascomycota,Eurotiomycetes,,,,,Generalist,Understory Generalist
OTU97_509,9,6.15199778975059,Understory,2.1356485469723,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_51,1,1.75812233382959,Understory,11.1764916692066,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,,Generalist,Understory Generalist
OTU97_5129,1,2.4350104882867,Understory,6.02924379773696,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phanerochaete,,Generalist,Understory Generalist
OTU97_514,1,0.124290054719752,Understory,7.82404557564721,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_5243,12,0.206189256919742,Understory,4.87913776478724,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Generalist,Understory Generalist
OTU97_53,4,3.93537219870876,Understory,9.32748619905608,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_530,1,2.96693545462902,Understory,9.16621698751613,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_530,6,0.200389739449755,Understory,6.09794513822071,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_532,12,4.93840041599963,Understory,6.36964347012789,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pseudopestalotiopsis,,Generalist,Understory Generalist
OTU97_5320,10,1.49623549169782,Understory,4.1637720678787,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_54,6,2.26689382866575,Understory,7.46754316298339,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_545,9,0.375565884568343,Understory,2.94243708824758,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Generalist,Understory Generalist
OTU97_5525,12,0.32869704901831,Understory,3.17653727052776,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_5574,1,1.20872618660905,Understory,4.83877301399978,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon vinosopulvinatum ,Generalist,Understory Generalist
OTU97_5578,12,0.413453637560656,Understory,2.78962459525313,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Generalist,Understory Generalist
OTU97_5608,4,0.231604584241932,Understory,3.76316313640912,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_573,4,1.23253891382179,Understory,6.58470396617339,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_5801,9,1.40834705050313,Understory,4.34042283394741,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_5802,10,1.11228872727463,Understory,3.74840504862448,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,Kretzschmaria sp ,Generalist,Understory Generalist
OTU97_586,4,3.11868487597185,Understory,6.79426588420345,Fungi,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,,,Generalist,Understory Generalist
OTU97_6029,4,0.92644018653261,Understory,3.97969204158833,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Generalist,Understory Generalist
OTU97_6172,4,2.9321349444351,Understory,4.26053803563131,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_63,10,2.69484297497261,Understory,10.8337484495513,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_6320,9,0.334112466525687,Understory,3.69798173753222,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_6320,12,1.92153309207534,Understory,5.44921969684114,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_655,1,1.84037973709367,Understory,3.19529751162503,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,,Generalist,Understory Generalist
OTU97_661,4,2.62066851164325,Understory,9.90121751195831,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_6739,1,3.66195024490851,Understory,3.69307382796574,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Generalist,Understory Generalist
OTU97_6827,4,0.212220604376728,Understory,4.05247527881661,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_6890,6,1.72502796722,Understory,3.41264203862667,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_6929,10,2.67198049560885,Understory,4.90560705173246,Fungi,Basidiomycota,Agaricomycetes,,,,,Generalist,Understory Generalist
OTU97_6995,4,0.22991230141608,Understory,3.619055389328,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_705,6,0.843259087475252,Understory,8.05597456722875,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_712,9,0.21655154520286,Understory,5.80890309384059,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Lambertella,,Generalist,Understory Generalist
OTU97_7193,9,0.281048370461013,Understory,2.50357028282162,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon lechatii ,Generalist,Understory Generalist
OTU97_7235,4,0.866840556140179,Understory,5.01793548356965,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_724,10,0.388878457252051,Understory,2.84660506375029,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,,Generalist,Understory Generalist
OTU97_737,1,1.37344500965048,Understory,7.67297304181477,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_74,1,3.62531029168072,Understory,12.4204430443525,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_74,4,2.61705832286655,Understory,7.94312102349547,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_74,6,1.96626848378403,Understory,9.00007288475967,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_745,9,1.43192138613237,Understory,8.49279923658735,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_769,1,1.50311714640608,Understory,4.7016286059855,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_777,1,0.253882943911222,Understory,4.84842168491235,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Generalist,Understory Generalist
OTU97_794,9,1.11655007004836,Understory,4.57874493265825,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_8026,10,0.306622668886967,Understory,4.13218560554986,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Generalist,Understory Generalist
OTU97_809,4,2.68760186330204,Understory,2.56238951160172,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_826,4,0.208708601775016,Understory,9.36517360029245,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis cordanae ,Generalist,Understory Generalist
OTU97_8376,1,0.879190773672042,Understory,3.39619004178487,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Generalist,Understory Generalist
OTU97_8619,4,0.246407713788465,Understory,4.52681886216613,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_8831,10,0.309742580481093,Understory,2.14666975336867,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Generalist,Understory Generalist
OTU97_885,6,2.94456297533156,Understory,8.96948025484753,Fungi,Ascomycota,,,,,,Generalist,Understory Generalist
OTU97_8926,10,1.63645026766703,Understory,3.31586608090281,Fungi,Ascomycota,Sordariomycetes,,,,,Generalist,Understory Generalist
OTU97_904,4,2.99529725952514,Understory,9.58662182281893,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_928,4,0.231520564513835,Understory,3.12773529655981,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Generalist,Understory Generalist
OTU97_9280,4,0.351500902575045,Understory,3.05333547047063,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Generalist,Understory Generalist
OTU97_930,9,1.14613969914757,Understory,9.00114049836663,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,,Generalist,Understory Generalist
OTU97_9348,4,0.301821422718906,Understory,2.41295203155338,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Generalist,Understory Generalist
OTU97_936,1,1.78410566645255,Understory,6.80942495394001,Fungi,Basidiomycota,,,,,,Generalist,Understory Generalist
OTU97_9723,4,1.33502992078549,Understory,3.71472115857441,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,,Generalist,Understory Generalist
