OTU,Transect,Range,Habitat,Max.abun,Kingdom,Phylum,Class,Order,Family,Genus,Species,SG,group
OTU97_7720,9,1.581666121,Understory,2.851166727,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Understory Specialist
OTU97_4658,1,1.581278333,Ground,3.262712261,Fungi,Ascomycota,Sordariomycetes,Branch06,,,,Specialist,Ground Specialist
OTU97_1313,1,1.578640128,Understory,5.976165828,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Specialist,Understory Specialist
OTU97_619,1,1.559757335,Ground,10.01047358,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_1940,10,1.558512907,Understory,8.552781633,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_193,12,1.552674303,Understory,11.12952285,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_2753,4,1.550855097,Understory,6.613554368,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Specialist,Understory Specialist
OTU97_5028,6,1.541661241,Ground,5.866683079,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_7909,4,1.537140848,Ground,5.125717322,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3373,12,1.536235618,Ground,3.068804328,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_13698,10,1.534560708,Ground,3.733231856,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Specialist,Ground Specialist
OTU97_8235,4,1.530408742,Understory,4.726022577,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_6317,12,1.521043094,Ground,5.470258866,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_11977,4,1.504322544,Ground,3.664382599,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_15761,1,1.493152158,Understory,3.002793494,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,Specialist,Understory Specialist
OTU97_8230,4,1.481456057,Ground,5.029513479,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6791,9,1.479160874,Ground,5.30101987,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_1738,4,1.464922195,Ground,5.639793411,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Specialist,Ground Specialist
OTU97_3744,10,1.458584912,Understory,5.462766447,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_2187,9,1.433980914,Understory,7.131806627,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_8794,6,1.419305947,Understory,3.610005088,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_5654,10,1.414500212,Understory,4.413402834,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_10257,4,1.409228018,Ground,3.643518981,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3555,9,1.401337779,Ground,6.369572175,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,,Specialist,Ground Specialist
OTU97_9313,9,1.37961467,Understory,2.628084519,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_11764,12,1.37542235,Ground,3.663196922,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_5474,4,1.343681625,Understory,5.308611516,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,,Specialist,Understory Specialist
OTU97_1813,6,1.329412894,Ground,7.072271612,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_1429,10,1.305672151,Understory,5.152688681,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_20308,9,1.292194835,Understory,2.201253529,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Understory Specialist
OTU97_7107,6,1.287590393,Ground,5.380132172,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,,Specialist,Ground Specialist
OTU97_10062,1,1.280712882,Understory,2.675273169,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Incertae_sedis,Lopharia,Lopharia cinerascens ,Specialist,Understory Specialist
OTU97_15881,12,1.270431122,Understory,3.348995763,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_16785,10,1.241247247,Ground,2.976111461,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,,Specialist,Ground Specialist
OTU97_5250,4,1.235886423,Understory,2.280080235,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_12852,4,1.215012654,Ground,3.404146555,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Campylospora,,Specialist,Ground Specialist
OTU97_1033,9,1.210900505,Understory,4.767653774,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_5636,6,1.210756078,Understory,5.51907246,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_292,10,1.206918012,Understory,8.635980153,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_1372,10,1.196542348,Understory,4.284155579,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_1144,12,1.183777789,Ground,8.848081276,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_217,1,1.176698858,Understory,10.64464386,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,Specialist,Understory Specialist
OTU97_1660,4,1.154914014,Ground,7.01753671,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Specialist,Ground Specialist
OTU97_24378,4,1.150107037,Ground,2.064655328,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_7983,9,1.145838894,Ground,3.255681837,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Specialist,Ground Specialist
OTU97_13363,4,1.116614531,Understory,3.266861482,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Specialist,Understory Specialist
OTU97_1948,6,1.114069689,Ground,8.106126782,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,,Specialist,Ground Specialist
OTU97_2662,10,1.106561808,Understory,5.998183619,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_1145,1,1.10475805,Understory,8.059699501,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,Specialist,Understory Specialist
OTU97_3475,4,1.102991376,Ground,6.541264711,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_12546,10,1.101440777,Understory,2.953219926,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_16976,4,1.078908967,Understory,2.690455059,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,,Specialist,Understory Specialist
OTU97_2805,10,1.067021261,Understory,4.571866728,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_11862,1,1.052758724,Ground,2.464077502,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_1725,1,1.035594684,Ground,7.957516886,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_3747,6,1.018205935,Ground,6.328569467,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_11755,10,1.005609432,Understory,3.96604296,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_1783,4,0.981246041,Ground,8.636863375,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Specialist,Ground Specialist
OTU97_8631,1,0.965333459,Ground,4.417854619,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_25957,12,0.94891875,Ground,1.460056193,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_198,6,0.941702897,Ground,10.55827572,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5259,1,0.941636296,Ground,4.835194633,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_683,9,0.917509014,Understory,5.530375146,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella oryzae ,Specialist,Understory Specialist
OTU97_1945,9,0.913488548,Ground,5.069110803,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_8858,6,0.889010357,Understory,4.634288527,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_12427,1,0.88493832,Ground,3.055516753,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Ground Specialist
OTU97_1660,6,0.840112061,Ground,5.640841229,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Specialist,Ground Specialist
OTU97_4736,12,0.821162831,Ground,5.591794412,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_10375,9,0.797502465,Understory,1.073578931,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4221,10,0.793666412,Ground,3.842349797,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Specialist,Ground Specialist
OTU97_3962,10,0.779030367,Understory,4.841722455,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_7462,1,0.777252196,Ground,5.505173604,Fungi,Mortierellomycota,,,,,,Specialist,Ground Specialist
OTU97_8608,4,0.760540742,Understory,4.62294534,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_3879,10,0.759025945,Understory,4.313886628,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_6696,10,0.755654936,Understory,3.789391237,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_14714,4,0.750353361,Ground,3.80064899,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Ground Specialist
OTU97_11179,4,0.73129929,Understory,3.29466822,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_260,1,0.71820031,Understory,4.4704943,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Specialist,Understory Specialist
OTU97_9809,10,0.651652893,Ground,4.145071,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6413,1,0.52246864,Understory,1.781366527,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_15847,9,0.521697725,Understory,1.629023301,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_2487,12,0.520805656,Ground,7.392955727,Fungi,Ascomycota,Leotiomycetes,,,,,Specialist,Ground Specialist
OTU97_6572,6,0.501083639,Ground,5.27715474,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,,Specialist,Ground Specialist
OTU97_14828,10,0.499581723,Understory,3.132516748,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Understory Specialist
OTU97_7527,10,0.493486245,Understory,2.962674514,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_22173,6,0.425151796,Ground,2.182572954,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_24006,1,0.424586835,Ground,1.389855236,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_11205,6,0.423930156,Understory,2.516808162,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Specialist,Understory Specialist
OTU97_17988,12,0.423460481,Ground,2.681242339,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Specialist,Ground Specialist
OTU97_13156,10,0.420918968,Understory,3.006394352,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Geosmithia,,Specialist,Understory Specialist
OTU97_11847,9,0.420552893,Understory,2.890962372,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_13806,12,0.41846376,Understory,1.765172434,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_16936,10,0.416685019,Understory,2.092564314,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_961,12,0.413941084,Ground,3.458472646,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Ground Specialist
OTU97_11211,4,0.412749053,Understory,1.454904137,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Specialist,Understory Specialist
OTU97_2294,1,0.410565143,Understory,2.117781437,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus djamor ,Specialist,Understory Specialist
OTU97_15145,12,0.406062312,Understory,2.501454687,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_5185,12,0.404027737,Understory,3.638398752,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_1145,4,0.401859842,Understory,2.412952032,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,Specialist,Understory Specialist
OTU97_9287,9,0.399952626,Understory,2.659705178,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium velox ,Specialist,Understory Specialist
OTU97_19860,1,0.399458691,Understory,2.208454881,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_11488,4,0.398452148,Ground,1.704940288,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_15401,4,0.396620529,Understory,3.052825226,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Understory Specialist
OTU97_17862,12,0.394524667,Ground,2.291690952,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_8342,12,0.393665293,Understory,3.986222118,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_9184,12,0.390237265,Ground,4.517091589,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_3455,1,0.389924672,Ground,1.903553261,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,,Specialist,Ground Specialist
OTU97_10784,9,0.388560905,Understory,1.983397744,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_14888,9,0.38839253,Understory,2.628084519,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium sp ,Specialist,Understory Specialist
OTU97_20077,4,0.387500245,Ground,2.801065652,Fungi,Basidiomycota,Microbotryomycetes,,,,,Specialist,Ground Specialist
OTU97_4839,10,0.382357667,Understory,3.54738869,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_13526,9,0.380596337,Ground,3.813425626,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,,Specialist,Ground Specialist
OTU97_5293,1,0.375339823,Understory,3.002793494,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,,Specialist,Understory Specialist
OTU97_22008,6,0.374311763,Ground,1.947329697,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_19083,10,0.37210091,Ground,2.733668444,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_3722,9,0.370888107,Ground,3.255681837,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,,,,Specialist,Ground Specialist
OTU97_10973,4,0.368111544,Understory,2.453844954,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_7482,9,0.364803094,Ground,4.101351505,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_9437,12,0.364020334,Ground,3.264242743,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2119,12,0.361781972,Understory,3.804341781,Fungi,Basidiomycota,Cystobasidiomycetes,,,,,Specialist,Understory Specialist
OTU97_16397,4,0.361109411,Understory,1.883774535,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Specialist,Understory Specialist
OTU97_8470,10,0.360776329,Understory,3.953087708,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_16485,9,0.360214114,Understory,1.534786506,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_22189,6,0.358344787,Ground,2.090229929,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Ground Specialist
OTU97_11927,6,0.357724431,Ground,2.506079834,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_16477,9,0.356434223,Ground,2.578057544,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_16926,12,0.35641518,Ground,2.873774251,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_10784,6,0.355329563,Understory,1.300697015,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_23190,12,0.35494857,Ground,1.895434018,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Ground Specialist
OTU97_2482,1,0.354595917,Ground,4.121256744,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_10381,10,0.353715283,Ground,4.313668695,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_4137,12,0.353100936,Understory,2.207072292,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_5300,1,0.3526187,Ground,3.803091548,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_14948,10,0.352401899,Understory,2.512057243,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_20838,9,0.351566409,Ground,1.565869512,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_7161,10,0.350854002,Ground,2.128504763,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_14926,10,0.349768163,Ground,3.007961301,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Ground Specialist
OTU97_11282,9,0.349758776,Understory,2.588293251,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Understory Specialist
OTU97_14685,9,0.348909803,Ground,1.917644957,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_22006,4,0.347231374,Understory,2.168386991,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Understory Specialist
OTU97_5174,6,0.346581545,Ground,5.435470216,Fungi,Ascomycota,Leotiomycetes,,,,,Specialist,Ground Specialist
OTU97_21511,1,0.346455043,Understory,2.325816873,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_7909,1,0.345603125,Ground,2.189560747,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_11455,12,0.344211884,Ground,3.054054826,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,,,Specialist,Ground Specialist
OTU97_22010,6,0.343809266,Ground,1.947329697,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,,,Specialist,Ground Specialist
OTU97_4621,4,0.343783177,Understory,6.032036086,Fungi,Basidiomycota,,,,,,Specialist,Understory Specialist
OTU97_14568,6,0.343658674,Ground,2.654898674,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_5169,6,0.3430435,Ground,3.312996615,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Ground Specialist
OTU97_15748,10,0.341358386,Understory,3.233438224,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Understory Specialist
OTU97_7362,12,0.339265585,Understory,2.338074061,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_11409,12,0.339138141,Ground,3.982494801,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sp ,Specialist,Ground Specialist
OTU97_10688,10,0.338314746,Understory,3.273974862,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_2223,1,0.337921212,Understory,2.236771828,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_8185,6,0.337022865,Understory,2.413187216,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_13147,10,0.336953484,Ground,3.601909947,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_19849,1,0.336281187,Understory,2.997019441,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_6292,10,0.335738074,Understory,5.003519811,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_7372,1,0.334971762,Ground,2.622751161,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,,Specialist,Ground Specialist
OTU97_12413,4,0.334911348,Ground,3.564879641,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_5026,12,0.334224244,Ground,2.702911603,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_843,10,0.333762765,Understory,2.774921989,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_14676,4,0.333525229,Understory,2.997927749,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_14299,10,0.333311472,Ground,3.435341793,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_14301,10,0.332845999,Ground,3.607740672,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_3584,6,0.332508075,Ground,4.563381238,Fungi,Glomeromycota,Glomeromycetes,,,,,Specialist,Ground Specialist
OTU97_24752,9,0.331471259,Ground,1.565869512,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_7115,4,0.329561563,Understory,4.790582686,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_8587,1,0.327840779,Understory,2.26053863,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4209,12,0.326307389,Ground,5.601021841,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_12941,6,0.325452063,Ground,3.590225635,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Specialist,Ground Specialist
OTU97_11000,12,0.324773325,Ground,3.70167373,Fungi,Glomeromycota,Glomeromycetes,Glomerales,,,,Specialist,Ground Specialist
OTU97_14582,1,0.324385665,Understory,3.972874796,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis,Candida,,Specialist,Understory Specialist
OTU97_5463,1,0.323322962,Ground,3.866757254,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_18431,4,0.323114876,Understory,2.825260073,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Specialist,Understory Specialist
OTU97_8397,4,0.322518459,Ground,3.493798385,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_6993,6,0.322109085,Understory,3.8201225,Fungi,Basidiomycota,Microbotryomycetes,Heterogastridiales,Heterogastridiaceae,Pycnopulvinus,Pycnopulvinus aurantiacus ,Specialist,Understory Specialist
OTU97_7516,10,0.321123528,Understory,2.78878814,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Understory Specialist
OTU97_8429,6,0.320787275,Ground,4.461594834,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_5724,9,0.320598203,Understory,5.236108174,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Understory Specialist
OTU97_1594,4,0.319781335,Understory,3.052825226,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,,Specialist,Understory Specialist
OTU97_16386,6,0.317427614,Ground,2.946576759,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Ground Specialist
OTU97_7553,10,0.316592823,Understory,3.466544895,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella vietnamensis ,Specialist,Understory Specialist
OTU97_18276,1,0.316468215,Ground,2.418669399,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_9943,1,0.315408321,Ground,4.192217208,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Scutellospora,,Specialist,Ground Specialist
OTU97_9986,4,0.315012286,Ground,4.063613934,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_21660,1,0.314316188,Ground,1.867950782,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_21768,4,0.313810891,Understory,1.883774535,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_12628,10,0.312604959,Understory,4.352782219,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,,,Specialist,Understory Specialist
OTU97_11985,4,0.312495869,Understory,3.790021216,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Specialist,Understory Specialist
OTU97_7896,1,0.311834706,Understory,5.764978922,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Understory Specialist
OTU97_18562,4,0.311357404,Understory,2.468722666,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Specialist,Understory Specialist
OTU97_2898,9,0.310443169,Ground,4.164913861,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3568,9,0.309888136,Understory,3.212733888,Fungi,Ascomycota,Sordariomycetes,Diaporthales,,,,Specialist,Understory Specialist
OTU97_5517,10,0.309512746,Understory,6.287673715,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_5310,6,0.308707835,Understory,4.43003419,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,,Specialist,Understory Specialist
OTU97_9871,4,0.308363268,Ground,4.005323085,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_8669,9,0.307254069,Understory,4.06045237,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_9269,6,0.306673704,Ground,4.755716845,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_11835,6,0.305863967,Understory,3.120888027,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,,Specialist,Understory Specialist
OTU97_15998,10,0.305680822,Understory,3.051682492,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Aplosporellaceae,,,Specialist,Understory Specialist
OTU97_8682,10,0.304885936,Ground,4.218939653,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_10323,9,0.304652789,Understory,2.113913794,Fungi,Ascomycota,Dothideomycetes,,,,,Specialist,Understory Specialist
OTU97_5404,10,0.303641847,Ground,2.543210275,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_18572,6,0.30312904,Ground,2.531790305,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Ground Specialist
OTU97_4971,1,0.303044761,Understory,2.675273169,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4687,12,0.302087211,Ground,6.002355342,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_13186,12,0.30137967,Understory,1.395716955,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,,Specialist,Understory Specialist
OTU97_21162,1,0.299887821,Understory,2.236771828,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
